compagnie;nom;canal;etat_finder_actuel;ancienne_information_disponible;url_officielle;fait_officiel_trouve;preuve_raccordee;tarif_trouve;tarif_raccorde;classe_pre_lecture;categorie_inventaire;action
"airline_ana";"ANA (All Nippon Airways)";"hold";"accepted_with_conditions";"éditorial « Allowed » — Pets as checked baggage (pet + cage ≤ 45 kg) on your ANA flight; min 4 months, not sedated. Not into UK/Hong Kong/Australia. | brachycéphales refusés (hérité)";"https://www.ana.co.jp/en/jp/guide/reservation/support/international/pets/";"« Your pet will be carried in the cargo section, which is located underneath the passenger cabin. » (For passengers traveling with pets (International Flights) → Reservation and Fee, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — Japan domestic: ¥4,000–6,000 / cage | fareList : Hold — international (1 area): ¥25,000 / $250 | fareList : Hold — international (2 areas): ¥40,000 / $400";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_ana";"ANA (All Nippon Airways)";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via agent » — Required for pets entering the UK, Hong Kong or Australia; via a cargo agent.";"https://www.ana.co.jp";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_asiana";"Asiana Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — One cat or dog, 7 kg carrier included, max 45 × 32 × 21 cm under the seat. A soft fabric bag may measure 26 cm high provided it compresses t | plafond hérité 7 kg (chien + contenant)";"https://m.flyasiana.com/C/TW/EN/contents/traveling-with-pets";"« The combined weight of the pet and its cage must not exceed 7kg » (Traveling with Pets → Eligible Pets for the Cabin, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_asiana";"Asiana Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Up to 45 kg crate included, three dimensions adding up to 285 cm or less and height 84 cm or less. Two animals in the hold per adult passeng | brachycéphales refusés (hérité)";"https://m.flyasiana.com/C/TW/EN/contents/traveling-with-pets";"« Each adult passenger may bring 1 pet into the cabin and 2 pets as checked baggage. » (Traveling with Pets → Eligible Pets for Transport, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_asiana";"Asiana Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"—";"https://asianacargo.com/contents/lifeAnimalsAviGuide.do?lang=en";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"B";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_austrian";"Austrian Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Dogs & cats (min 12 weeks) ≤ 8 kg incl. carrier in a soft carrier under the seat (max 55 × 40 × 23 cm); up to 2 per container. Bookable onli | plafond hérité 8 kg (chien + contenant)";"https://www.austrian.com/us/en/plan/special-requirements/travelling-with-animals";"« The total weight of the animal and the carrying container must not exceed 8 kg. » (Travelling with animals → Small pets in the cabin, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (domestic → long-haul): €65–125";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_austrian";"Austrian Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs in a travel crate; up to 2 accustomed pets (≤ 14 kg each) per container. Stricter ventilation rules from May 2026. | brachycéphales refusés (hérité)";"https://www.austrian.com/us/en/plan/special-requirements/travelling-with-animals";"« If there is no space in the passenger cabin, cats and dogs may be carried in the cargo hold if required, subject to compliance with the applicable conditions of carriage. » (Travelling with animals → Large animals in the cargo hold, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — small crate: €80–190 | fareList : Hold — large crate: €160–380";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_austrian";"Austrian Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Unaccompanied or oversize animals via Lufthansa Cargo — also for the UK and South Africa (freight only).";"https://www.austrian.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_avianca";"Avianca";"cabin";"accepted_with_conditions";"éditorial « Allowed » — One dog or cat ≤ 10 kg incl. carrier in a soft carrier under the seat; not in B787 Business. | plafond hérité 10 kg (chien + contenant)";"https://ayuda.avianca.com/hc/en-us/articles/13091527349787-Can-I-fly-with-my-pet";"« Dogs and cats weighing no more than 10 kg (22 lb), including the weight of their container, may fly in the cabin. » (Can I fly with my pet? → Pets up to 22 lb including the container, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (regional → Europe): $45–235";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_avianca";"Avianca";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dog or cat up to 70 kg incl. container in a rigid, ventilated crate you provide. Ventilated-hold aircraft only. | plafond hérité 70 kg (chien + contenant) | brachycéphales refusés (hérité)";"https://ayuda.avianca.com/hc/en-us/articles/13091527349787-Can-I-fly-with-my-pet";"« Pets weighing no more than 70 kg (154 lb), including the container's weight, may fly in the hold. » (Can I fly with my pet? → Pets up to 70 kg including the container, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (regional → Europe): $70–345";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_avianca";"Avianca";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « On request » — Pets over 70 kg incl. container and all UK shipments, via Avianca Cargo live-animal service.";"https://www.avianca.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Avianca Cargo: Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_bangkok_airways";"Bangkok Airways";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not offered » — Bangkok Airways has no cabin option for pets, whatever their size. Only assistance dogs travel in the cabin, and only on Airbus flights.";"https://www.bangkokair.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin (pets): Not offered";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_bangkok_airways";"Bangkok Airways";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Dogs and cats in a rigid crate, booked 24 h ahead. Two animals on the ATR 72 (80 × 45 × 65 cm, 20 kg total), two on the A319 and three on th | brachycéphales refusés (hérité)";"https://www.bangkokair.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — domestic: 180 THB per kg, per segment | fareList : Hold — international: Zonal fare: grid not published";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_bangkok_airways";"Bangkok Airways";"cargo";"accepted_with_conditions";"éditorial « Not published » — The pet page mentions cargo only to say that flat-faced breeds are barred from it too. No conditions, crate rules or prices are published fo | conditions héritées : Live dogs and cats as special cargo (AVI) on Airbus and ATR72, domestic routes only, except Bangkok–Krabi and Chiang Mai";"https://www.bangkokair.com/cargo-service/pet_carriage";"« Special cargo service as Live animals dog, cat (AVI) is available on Airbus and ATR72 on the following routes: » (Cargo Service → Pet Carriage Service → Domestic Routes / International Routes, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_batik_air_indonesia";"Batik Air Indonesia";"cabin";"denied";"éditorial « Not accepted » — ""Batik Air Indonesia flights are not allowed to bring pets"" — the airline's own words, with no cabin/hold/cargo distinction: it's a blanket ";"https://help.batikair.com/article/bring-live-animalpet/753";"« Batik Air Indonesia flights are not allowed to bring pets. » (Bring Live Animal/Pet, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_batik_air_indonesia";"Batik Air Indonesia";"hold";"denied";"éditorial « Not accepted » — Same blanket statement applies — no separate hold provision exists. The general cabin-baggage rules page, which covers strollers and musical";"https://help.batikair.com/article/bring-live-animalpet/753";"« not allowed to bring pets » (Bring Live Animal/Pet, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_batik_air_indonesia";"Batik Air Indonesia";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — No cargo/unaccompanied-pet page or mention exists anywhere on the official site.";"https://www.batikair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_batik_air_malaysia";"Batik Air Malaysia";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — No mention of pets exists in the cabin-baggage rules, which otherwise detail sports equipment, musical instruments, strollers and even Zamza";"https://www.batikair.com.my";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_batik_air_malaysia";"Batik Air Malaysia";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Implied, never described » — The Terms & Conditions disclaim liability for ""live animals if carried as baggage"" — twice, word for word — implying a hold option exists, w";"https://www.batikair.com.my";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_batik_air_malaysia";"Batik Air Malaysia";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Not published » — No live-animal cargo page or booking portal exists — the only cargo content found on the site is a general freight fuel-surcharge notice unr";"https://www.batikair.com.my";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_british_airways";"British Airways";"cabin";"denied";"éditorial « Not allowed » — No pets in the cabin — only recognised assistance dogs. | conditions héritées : Pets are not accepted in the cabin on any route; only assistance dogs travel in the cabin, free of charge.";"https://www.britishairways.com/content/information/travel-assistance/travelling-with-pets";"« We don’t carry pets in the cabin on any route. » (Travelling with pets → Travelling to and from the UK, en, lu le 2026-09-05)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin / hold: Not carried | fareList : Assistance dog (cabin): Free";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_british_airways";"British Airways";"hold";"confirmation_required (official_source_unquoted)";"éditorial « Not allowed » — Pets don't travel as passenger checked baggage. | conditions héritées : Pets travel in the hold but not as passenger checked baggage — arrangements are made via IAG Cargo (to the UK) or PetAir";"https://www.britishairways.com/en-gb/information/travel-assistance/travelling-with-pets";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin / hold: Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_british_airways";"British Airways";"cargo";"confirmation_required (official_source_unquoted)";"éditorial « Via agent » — All pets travel via IAG Cargo in a temperature-controlled hold. From the UK, booked through PetAir UK; into the UK, via IAG Cargo agents. | conditions héritées : Managed by IAG Cargo, BA's sister company, for pets travelling to the UK.";"https://www.britishairways.com/en-gb/information/travel-assistance/travelling-with-pets";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : IAG Cargo (live animal): Quote via agent";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_brussels";"Brussels Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Cats & small dogs (min 15 weeks) ≤ 8 kg incl. carrier under the seat (max 55 × 40 × 23 cm); window seat, max 4/aircraft. Signed cabin form. | plafond hérité 8 kg (chien + contenant)";"https://www.brusselsairlines.com/be/en/special-care/pets/cats-and-small-dogs-in-the-cabin";"« The total weight of the transport container, including the animal, must not exceed 8 kg. » (Cats and small dogs in the cabin → Which conditions apply for a transport in the cabin?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin (Europe → US): €65–115";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_brussels";"Brussels Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs in a travel crate (container ≤ 125 × 75 × 85 cm) in a ventilated hold; up to 2 pets ≤ 14 kg each. Stricter ventilation from May  | brachycéphales refusés (hérité)";"https://www.brusselsairlines.com/rw/en/special-care/pets/cats-and-dogs-in-the-hold";"« Your cat or dog will be well taken care of and will travel in a ventilated part of the aircraft hold. » (Cats and dogs in the hold → How will my pet travel?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (Europe → US West Coast): €100–380";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_brussels";"Brussels Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Other species, oversize containers, and all pets to/from the UK, via a pet-shipping agent.";"https://www.brusselsairlines.com/";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_cathay_pacific";"Cathay Pacific";"cabin";"denied";"éditorial « Not allowed » — No pets in the cabin — only accredited assistance dogs.";"https://www.cathaypacific.com/cx/en_GB/faqs/baggage/cabin-baggage-allowance/are-pets-allowed-in-the-cabin.html?cxsource=LANGUAGE_SELECTOR_EN_HK";"« Aside from service dogs, pets are not allowed in the cabin. » (Are pets allowed in the cabin?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin / hold: Not carried | fareList : Assistance dog (cabin): See conditions";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_cathay_pacific";"Cathay Pacific";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — Cathay doesn't carry pets as passenger checked baggage.";"https://www.cathaypacific.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin / hold: Not carried";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_cathay_pacific";"Cathay Pacific";"cargo";"accepted_with_conditions";"éditorial « Via agent » — All pets travel via Cathay Cargo (Cathay Live Animal). Since Sep 2025, bookings only through IPATA or ATA members, IATA Accredited Freight F";"https://www.cathaypacific.com/cx/en_GB/faqs/baggage/cabin-baggage-allowance/are-pets-allowed-in-the-cabin.html?cxsource=LANGUAGE_SELECTOR_EN_HK";"« Your pet will need to travel in cargo. » (Are pets allowed in the cabin?, en, lu le 2026-09-08)";"oui";"hérité (inventaire, non prouvé) : fareList : Cathay Cargo (live animal): Quote via agent";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_china_airlines";"China Airlines";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Not allowed » — Pets (incl. emotional-support animals) aren't allowed in the cabin — only trained service dogs.";"https://www.china-airlines.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_china_airlines";"China Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs as checked baggage (AVIH) up to 32 kg incl. container on CI/Mandarin flights; not on B738/32C or Taiwan–Hong Kong. Max 2 per pas";"https://www.china-airlines.com/tw/en/prepare-for-the-fly/information/baggage/pet-transport";"« Pets must be placed in appropriate containers and transported in the cargo hold as checked baggage. » (Pets → Transporting pets as checked baggage (AVIH), en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (≤ 32 kg): Fixed rate (by weight) | fareList : Hold (> 32 kg): Double the fixed rate";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_china_airlines";"China Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Some countries (e.g. Hong Kong) require cargo; needs an Air Waybill + Shipper's Certification.";"https://www.china-airlines.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (HK / large): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_china_eastern";"China Eastern Airlines";"cabin";"denied";"éditorial « Not allowed » — Pets can't enter the cabin — only trained service dogs. They must travel in the cargo hold.";"https://global.ceair.com/global/en_static/Announcement/TravelTips/SpecialPassengerServiceNotice/LittleAnimal/";"« Passengers are not allowed to carry small animals into the passenger cabin: They must be transported in the cargo cabin. » (China Eastern Small Animals → Transport rules, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_china_eastern";"China Eastern Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Cats & dogs as checked baggage (≤ 32 kg incl. container, ≤ 203 cm) in an oxygen-equipped hold on non-stop MU/Shanghai Airlines flights. Appr";"https://global.ceair.com/global/en_static/Announcement/TravelTips/SpecialPassengerServiceNotice/LittleAnimal/";"« Passengers are not allowed to carry small animals into the passenger cabin: They must be transported in the cargo cabin. » (China Eastern Small Animals → Transport rules, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold (≤ 32 kg): Excess-baggage rate (by weight)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_china_eastern";"China Eastern Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via freight » — Carriers over 203 cm must ship via an independent freight transporter.";"https://www.ceair.com";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cargo (> 203 cm): Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_china_southern";"China Southern Airlines";"cabin";"denied";"éditorial « Not allowed » — No pets in the cabin — only service dogs. Emotional-support dogs aren't accepted (since 2021).";"https://www.csair.com/hk/en/tourguide/faq/baggage/dongwu.shtml";"« No animal can be brought into the passenger cabin » (Pets → Which animals can be brought into the cabin?, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_china_southern";"China Southern Airlines";"hold";"accepted_with_conditions";"éditorial « Allowed » — Dogs, cats & birds as checked baggage (≤ 32 kg incl. cage, max 90 × 60 × 66 cm); not on connecting flights. Approve ≥ 24 h (domestic) / 48 h";"https://www.csair.com/sg/en/tourguide/faq/baggage/dongwu.shtml";"« Sorry, a pet can not be taken into cabin. However, you can check it. » (Pets → May I take my pet into cabin?, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — international 2–8 kg: $200 / €190 | fareList : Hold — international 8–23 kg: $300 / €280 | fareList : Hold — international 23–32 kg: $500 / €470 | fareList : Hold — domestic (China): ¥398–1398";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_china_southern";"China Southern Airlines";"cargo";"confirmation_required (legacy_unreviewed)";"éditorial « Via cargo » — Some airports (e.g. Hong Kong) only allow pets to travel as cargo.";"https://www.csair.com";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"C";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_condor";"Condor";"cabin";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Cats & dogs ≤ 8 kg incl. carrier in a ventilated travel carrier under the seat (max 55 × 40 × 23 cm). Not in A330neo Business or exit rows.";"https://www.condor.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Cabin (by zone): €59.99–99.99";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_condor";"Condor";"hold";"confirmation_required (legacy_unreviewed)";"éditorial « Allowed » — Cats & dogs in a ventilated travel crate, on Condor nonstop flights only; the breed must be declared.";"https://www.condor.com/";"À LIRE (Codex)";"non";"hérité (inventaire, non prouvé) : fareList : Hold — small crate: €79.99–154.99 | fareList : Hold — large crate: €154.99–254.99";"non — aucun tarif n'atteint le Finder aujourd'hui";"ancienne information présente, non raccordée (piste)";"B";"lire la page officielle actuelle (Codex) : citation, locator, langue, date → import"
"airline_condor";"Condor";"cargo";"confirmation_required (legacy_unreviewed)";"—";"https://www.condor.com/us/flight-preparation/baggage-and-animals/cargo-general-schedule.jsp";"À LIRE (Codex)";"non";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"aucune ancienne information";"B";"chercher une page officielle actuelle (Codex) ; sinon inconnue nommée"
"airline_copa";"Copa Airlines";"cabin";"accepted_with_conditions";"éditorial « Allowed » — Small dogs & cats ≤ 10 kg incl. carrier in a soft carrier under the seat (max 45.7 × 28 × 28 cm); not in Business. Max 3 per flight. | plafond hérité 10 kg (chien + contenant)";"https://www.copaair.com/assets/ENG-COM-24-001-Update-Service-or-Emotional-Support-Dog-and-Pet-in-Cabin-Transportation-Policy.pdf";"« Copa Airlines only accepts small dogs and cats (maximum 10kg including container) as pets in the cabin. » (COM-24-001 → Policy, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — international: $125 / segment | fareList : Cabin — domestic: $25 / segment";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_copa";"Copa Airlines";"hold";"denied";"éditorial « Not offered » — Copa doesn't carry pets as accompanied checked baggage.";"https://www.copaair.com/assets/contrato-de-transporte-en-dot-oct-2024.pdf";"« shall no longer offer any transportation services for pets as checked baggage » (Contract of Carriage → 5.7.1.1 Transportation of Pets as Checked Baggage, en, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
"airline_copa";"Copa Airlines";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — Pets that can't fly in the cabin go via the Copa Pets service (Copa Cargo).";"https://www.copaair.com/assets/contrato-de-transporte-en-dot-oct-2024.pdf";"« must be arranged through Copa Cargo » (Contract of Carriage → 5.7.1.1 Transportation of Pets as Checked Baggage, en, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Copa Pets cargo: Quote";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_corsair";"Corsair";"cabin";"accepted_with_conditions";"éditorial « Allowed » — One pet ≤ 8 kg incl. carrier in a soft carrier under the seat; min 2 months, microchipped. Declare 72 h ahead. Not to/from Mauritius.";"https://www.flycorsair.com/fr/legal/conditions-generales-de-vente-et-de-transport";"« Le transport peut s'effectuer en cabine » (Conditions de transport → Transport d'animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Cabin — Paris–Antilles/Réunion/Mayotte: €75 | fareList : Cabin — Paris–Madagascar/Africa: €150";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_corsair";"Corsair";"hold";"accepted_with_conditions";"éditorial « Allowed » — Over 8 kg, up to 50 kg incl. crate, in a rigid travel crate (no wheels/metal). Min 2 months, microchipped. Not Paris–Mauritius. | brachycéphales refusés (hérité)";"https://www.flycorsair.com/fr/legal/conditions-generales-de-vente-et-de-transport";"« Le transport s'effectue en soute » (Conditions de transport → Transport d'animaux, fr, lu le 2026-09-09)";"oui";"hérité (inventaire, non prouvé) : fareList : Hold — Paris–Antilles/Réunion: €150 | fareList : Hold — Paris–Madagascar/Abidjan: €300";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"tarif hérité présent, masqué : contre-vérifier sur la page officielle (Codex), puis raccorder"
"airline_corsair";"Corsair";"cargo";"accepted_with_conditions";"éditorial « Via cargo » — Over 50 kg total travels via cargo.";"https://www.flycorsair.com/fr/legal/conditions-generales-de-vente-et-de-transport";"« Au-delà de 50 kg, le transport devra s'effectuer par le fret. » (Conditions de transport → Transport d'animaux, fr, lu le 2026-09-09)";"oui";"À LIRE (Codex)";"non — aucun tarif n'atteint le Finder aujourd'hui";"décision du Finder déjà correcte (citée)";"A";"relire la page pour un tarif officiel (Codex)"
